question,Intent
"Aku rasa lebih baik setelah ngobrol dengan konselor, mungkin aku bisa mengatasi masalah ini",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku berterima kasih atas bantuan konselor, aku rasa percaya dan mau mencoba caranya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak pernah berpikir bahwa aku bisa menemukan solusi, terima kasih atas arahan konselor",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku senang bisa berbagi perasaan dengan konselor, aku rasa lebih lega sekarang",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku sih agak sedih dulu, tapi dengan bantuan konselor, aku rasa lebih baik",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
Aku tidak pernah menyangka bahwa aku bisa terhubung dengan seseorang yang bisa memahami aku,Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa terbuka untuk mencoba konseling lagi, mungkin aku bisa menemukan jawaban",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku berharap aku bisa menjadi lebih baik setelah bertemu konselor, terima kasih atas dorongannya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak pernah berpikir bahwa aku bisa mengatasi masalah ini sendiri, terima kasih atas bantuan konselor",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa perubahan itu mungkin sudah dimulai setelah bertemu konselor, aku berterima kasih atas saran",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku bisa menemukan jalan keluar setelah berdiskusi dengan konselor, aku senang sekali",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak pernah tahu bahwa aku bisa menemukan solusi, mungkin aku akan terus mempraktikannya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku lebih percaya diri setelah ngobrol dengan konselor, aku berterima kasih atas bantuan",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku bisa mengatasi tekanan yang aku rasakan sekarang, mungkin aku bisa menjadi lebih baik",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku berharap aku bisa menemukan jawaban yang aku cari setelah bertemu konselor, terima kasih atas arahan",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
Aku nggak pernah berpikir bahwa aku bisa terhubung dengan seseorang yang bisa memahami aku,Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku bisa meningkatkan kualitas hidupku setelah berdiskusi dengan konselor, aku berterima kasih",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku tidak pernah tahu bahwa aku bisa menemukan solusi, aku rasa perubahan itu mungkin sudah dimulai",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku lebih percaya diri setelah ngobrol dengan konselor, aku senang sekali",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku bisa mengatasi masalah ini sendiri setelah bertemu konselor, aku berterima kasih atas bantuan",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak pernah menyangka bahwa aku bisa menemukan jawaban, aku rasa aku akan terus mempraktikannya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku lebih lega setelah ngobrol dengan konselor, aku berterima kasih atas waktu lu",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
Aku tidak pernah tahu bahwa aku bisa terhubung dengan seseorang yang bisa mencerahkan hidupku,Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku bisa menemukan jalan keluar setelah berdiskusi dengan konselor, aku berterima kasih atas saran",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak pernah berpikir bahwa aku bisa menjadi lebih baik setelah bertemu konselor, terima kasih atas dorongannya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa aku lebih percaya diri setelah ngobrol dengan konselor, aku nggak pernah menyangka",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku tidak pernah tahu bahwa aku bisa menemukan solusi, aku rasa aku akan terus mempraktikannya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak pernah menyangka bahwa aku bisa menemukan jalan keluar, aku rasa aku akan terus berusaha",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
Aku tidak pernah tahu bahwa aku bisa menjadi lebih baik setelah bertemu konselor,Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
Aku sangat berterima kasih kepada konselor karena sudah membantu aku mengatasi perasaan bingung saat menghadapi ujian nanti.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa lega karena bisa berbicara tentang perasaanku kepada konselor dan bisa mendapatkan solusi yang tepat.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berharap konselor bisa membantu aku mengalahkan rasa takut saat menghadapi presentasi di depan kelas.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Sekarang aku merasa lebih baik karena konselor sudah memberikan saran yang sangat bermanfaat.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Konselor sudah sangat membantu aku mengatasi perasaan penasaran saat akan menjalani proyek karyawisata nanti.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat senang karena bisa berbagi pengalaman dan perasaan dengan konselor.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa ringan karena konselor sudah membantu aku mengatasi perasaan marah setelah berdebat dengan teman.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih karena konselor sudah membantu aku merasa lebih percaya diri melalui konseling ini.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Saya sangat senang bisa berbicara tentang perasaanku dengan konselor karena bisa mendapatkan solusi yang tepat.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Sebenarnya aku sudah siap menghadapi tantangan ini karena konselor sudah membantu aku mempersiapkan diri.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih kepada konselor karena sudah membantu aku mengatasi perasaan takut akan kegagalan.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih baik karena konselor sudah membantu aku mengatasi perasaan bingung saat menghadapi keputusan sulit.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berharap konselor bisa membantu aku mengalahkan rasa takut akan keterpurukan.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih kepada konselor karena sudah membantu aku mengatasi perasaan sedih karena kehilangan sebuah hobi.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Sekarang aku lebih yakin dalam diri sendiri karena konselor sudah membantu aku mengatasi perasaan ragu-ragu.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Sebenarnya aku sudah siap menghadapi tantangan ini karena konselor sudah membantu aku mempersiapkan diri secara mental.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih karena konselor sudah membantu aku mengatasi perasaan marah setelah berdebat dengan orang tua.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berharap konselor bisa membantu aku mengalahkan rasa takut akan kegagalan di sekolah.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih kepada konselor karena sudah membantu aku mengatasi perasaan sedih karena tidak bisa menyelesaikan proyek.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa ringan karena konselor sudah membantu aku mengatasi perasaan penasaran saat akan menjalani ujian akhir.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berharap konselor bisa membantu aku mengalahkan rasa takut akan keterpurukan saya sendiri.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih kepada konselor karena sudah membantu aku mengatasi perasaan ragu-ragu akan kemampuan saya.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih percaya diri karena konselor sudah membantu aku mengatasi perasaan takut akan kegagalan.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berharap konselor bisa membantu aku mengatasi perasaan penasaran saat akan menjalani ujian akhir.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih karena konselor sudah membantu aku mengatasi perasaan takut akan kegagalan di sekolah.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Konselor sudah sangat membantu aku mengatasi perasaan antisipasi akan kesulitan dalam studi nanti.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berharap konselor bisa membantu aku mengatasi perasaan antisipasi akan kesulitan dalam menemukan pekerjaan nanti.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku selalu merasa khawatir jika ujian tidak lulus, tapi aku juga merasa sedih setelah kehilangan teman masa kecilku",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku panik kalau ada proyek deadline, dan aku merasa tidak berharga kalau tidak bisa menyelesaikannya tepat waktu",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa gugup saat harus berbicara di depan orang banyak, tapi aku juga merasa kesepian karena tidak punya teman yang bisa menemani",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku cemas tentang masa depan, aku merasa putus asa dan tidak tau harus melanjutkan hidup ke mana",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku tidak bisa beristirahat karena terus khawatir tentang kesalahan pada proyek yang aku kerjakan, aku merasa sangat sedih",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak cukup siap untuk ujian, dan aku merasa duka karena kekurangan catatan",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku selalu menerima kabar buruk dari teman yang jauh, dan itu membuat aku merasa gugup",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa kesepian saat berada di rumah, tapi aku juga cemas tentang keuangan keluarga",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak berharga karena tidak bisa menyelesaikan pekerjaan dengan cepat, dan itu membuat aku panik",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku cemas tentang kesehatan aku sendiri, dan itu membuat aku merasa sedih",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak siap untuk menghadapi tantangan, dan itu membuat aku merasa cemas",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku gugup saat harus melakukan sesuatu sendiri, tapi aku juga merasa duka karena tidak punya bantuan dari orang lain",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa kehilangan arah dalam hidupku, dan itu membuat aku merasa gugup",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak cukup siap untuk menghadapi kehidupan, dan itu membuat aku merasa panik",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku cemas tentang masalah keluarga, dan itu membuat aku merasa sedih",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak berharga karena tidak bisa menyelesaikan pekerjaan di kantor, dan itu membuat aku gugup",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa kesepian di kampus, tapi aku juga cemas tentang keuangan kuliah",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku panik saat harus membuat keputusan penting, tapi aku juga merasa sedih karena tidak punya teman yang bisa menemanimu",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku gugup saat harus menghadapi konflik dengan teman, dan itu membuat aku merasa cemas",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak cukup siap untuk menghadapi tantangan, dan itu membuat aku merasa putus asa",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku cemas tentang kesehatan mental, dan itu membuat aku merasa gugup",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa kesepian di hari libur, tapi aku juga merasa duka karena tidak punya uang untuk traveling",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku panik saat harus membuat laporan, tapi aku juga merasa sedih karena tidak punya ide yang bagus",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa gugup saat harus menghadapi ujian, dan itu membuat aku cemas",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak berharga karena tidak bisa menyelesaikan proyek, dan itu membuat aku merasa kesepian",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku cemas tentang keuangan, dan itu membuat aku merasa sedih",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku panik saat harus berbicara di depan orang banyak, tapi aku juga merasa duka karena tidak punya bantuan dari teman",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku cemas tentang masa depan, dan itu membuat aku merasa gugup",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa tidak berharga karena tidak bisa menyelesaikan pekerjaan, dan itu membuat aku merasa sedih",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku panik saat harus membuat keputusan penting, tapi aku juga merasa cemas tentang kehidupan",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku sih bingung gimana caranya ngelawan exam nanti, bolehkah aku minta bantuan konselor?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku udah siap-siap mental nih buat nghadapi kesulitan kuliah, tapi aku masih belum tahu harus mulai dari mana",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Saya rasa aku perlu buat rencana jitu untuk ngatasi masalah khusus kuliah ini, apa yang disarankan konselor?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku mau mencoba cara baru buat ngatasi stres kuliah, tapi aku agak gugup sendiri, apakah konselor bisa membantu saya?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Kakak konsel, sih aku masih sedikit ragu untuk ngobrolin tentang kehidupanku ini, karena aku takut ditolak atau tidak disukai",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku mau buat keputusan penting nih, tapi aku sedikit bingung, tolong bantu saya ngerti apa yang mau aku lakukan",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Konselor, aku udah lama terjebak dengan masalah ini, tapi aku masih belum tahu caranya keluar",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku sih sedang mencari solusi buat masalah ini, tapi aku perlu saran dari konselor untuk bisa maju",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku mau ngobrolin tentang masa laluku ini, karena aku merasa aku masih belum siap menghadapi masa depan",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku rasa aku perlu belajar untuk menerima kegagalan nih, agar aku bisa maju dengan lebih baik",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku mau membuat rencana untuk meningkatkan kemampuan studiku, tapi aku memerlukan saran dari konselor",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Saya sedang mencari cara untuk meningkatkan motivasi studeku, karena aku merasa aku sedang ketinggalan",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku sih sedang mencoba untuk lebih percaya diri, tapi aku masih perlu bantuan dari konselor",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku mau ngobrolin tentang masalah hubunganku ini, karena aku merasa aku sedang salah dalam menghadapinya",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Kakak konsel, saya mau belajar untuk lebih mengerti diriku sendiri, agar aku bisa lebih baik",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku rasa aku perlu belajar untuk mengelola stres nih, karena aku merasa aku sedang terlalu beban",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku mau ngobrolin tentang perasaanku ini, karena aku merasa aku sedang terlalu bingung",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
